144,大宮開成中学校,omiya,私立,埼玉,http://www.omiyakaisei.jp/,http://www.sapia.jp/school_exam/search/pdf2024/omiyakaisei.pdf
145,さいたま市立大宮国際中等教育学校,saitama,公立,埼玉,http://www.city-saitama.ed.jp/ohmiyakokusai-h/,http://www.sapia.jp/school_exam/search/pdf2024/oomiyakokusai.pdf
146,岡山白陵中学校,okayama,私立,岡山,http://www.okahaku.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/okayamahakuryo.pdf
147,お茶の水女子大学附属中学校,o,国立,東京,http://www.ft.ocha.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/ochanomizu.pdf
148,開智中学校,kai,私立,埼玉,https://ikkanbu.kaichigakuen.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kaichi.pdf
149,開智日本橋学園中学校,kai,私立,東京,http://www.kng.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kaichinihonbashi.pdf
150,開智未来中学校,kai,私立,埼玉,http://www.kaichimirai.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kaichimirai.pdf
151,開明中学校,kaimei,私立,大阪,https://www.kaimei.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kaimei.pdf
152,かえつ有明中学校,kaetsu,私立,東京,http://www.ariake.kaetsu.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kaetsuariake.pdf
153,春日部共栄中学校,kasukabekyouei,私立,埼玉,https://www.k-kyoei.ed.jp/jr/,http://www.sapia.jp/school_exam/search/pdf2024/kasukabekyoei.pdf
154,片山学園中学校,katayama,私立,富山,http://www.katayamagakuen.jp/,http://www.sapia.jp/school_exam/search/pdf2024/katayama.pdf
155,神奈川大学附属中学校,kanagawadaigaku,私立,神奈川,http://www.fhs.kanagawa-u.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kanagawadaigaku.pdf
156,関西大学中等部,kansaidaigaku,私立,大阪,http://www.kansai-u.ac.jp/junior/index.html,http://www.sapia.jp/school_exam/search/pdf2024/kansaidaigaku.pdf
157,関西大学第一中学校,kansaidaigaku,私立,大阪,http://www.kansai-u.ac.jp/dai-ichi/junior/,http://www.sapia.jp/school_exam/search/pdf2024/kansaidaigaku_dai1.pdf
158,関西学院中学部,kanseigakuin,私立,兵庫,https://www.kwansei.ac.jp/jh/,http://www.sapia.jp/school_exam/search/pdf2024/kwansei.pdf
159,関東学院中学校,kantogakuin,私立,神奈川,http://www.kantogakuin.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kantogakuin.pdf
160,関東学院六浦中学校,kantogakuimmutsuura,私立,神奈川,http://www.kgm.ed.jp,http://www.sapia.jp/school_exam/search/pdf2024/kantogakuinmutsuura.pdf
161,金蘭千里中学校,kinran,私立,大阪,http://www.kinransenri.com/,http://www.sapia.jp/school_exam/search/pdf2024/kinransenri.pdf
162,千代田区立九段中等教育学校,chiyodaku,公立,東京,http://www.kudan.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kudan.pdf
163,公文国際学園中等部,kumon,私立,神奈川,http://www.kumon.ac.jp/k-gakuen/kokusai/,http://www.sapia.jp/school_exam/search/pdf2024/kumon.pdf
164,久留米大学附設中学校,kurume,私立,福岡,http://www.std.mii.kurume-u.ac.jp/fusetsu/,http://www.sapia.jp/school_exam/search/pdf2024/kurume.pdf
165,慶應義塾湘南藤沢中等部,keiogijuku,私立,神奈川,http://www.sfc-js.keio.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/keio_shonanfujisawa.pdf
166,慶應義塾中等部,keiogijuku,私立,東京,http://www.kgc.keio.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/keio_chutobu.pdf
167,東京都立小石川中等教育学校,tokyoutoritsu,公立,東京,https://www.metro.ed.jp/koishikawa-s/,http://www.sapia.jp/school_exam/search/pdf2024/koishikawa.pdf
168,光英VERITAS中学校,mitsuhide,私立,千葉,https://koei-veritas.jp/,http://www.sapia.jp/school_exam/search/pdf2024/koei_veritas.pdf
169,工学院大学附属中学校,kogakuindaigaku,私立,東京,http://www.js.kogakuin.ac.jp/junior/,http://www.sapia.jp/school_exam/search/pdf2024/kogakuin.pdf
170,神戸大学附属中等教育学校,kobedaigaku,国立,兵庫,http://www.edu.kobe-u.ac.jp/kuss-top/,http://www.sapia.jp/school_exam/search/pdf2024/kobedaigaku.pdf
171,国学院大学久我山中学校,kokugakuindai,私立,東京,http://www.kugayama-h.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/kokugakuinkugayama.pdf
172,駒込中学校,komagome,私立,東京,http://www.komagome.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/komagome.pdf
173,埼玉栄中学校,saitama,私立,埼玉,http://www.saitamasakae-h.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/saitamasakae.pdf
174,埼玉大学教育学部附属中学校,saitamadaigaku,国立,埼玉,http://www.jhs.saitama-u.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/saitamadaigakukyoiku.pdf
175,栄東中学校,sakae,私立,埼玉,http://www.sakaehigashi.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/sakaehigashi.pdf
176,神奈川県立相模原中等教育学校,kanagawaken,公立,神奈川,https://www.pen-kanagawa.ed.jp/sagamihara-chuto-ss/index.html,http://www.sapia.jp/school_exam/search/pdf2024/sagamihara.pdf
177,佐久長聖中学校,saku,私立,長野,http://sakuchosei.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/sakuchosei.pdf
178,狭山ヶ丘高等学校付属中学校,sayama,私立,埼玉,http://www.sayamagaoka-h.ed.jp/juniorhighschool/,http://www.sapia.jp/school_exam/search/pdf2024/sayamagaoka.pdf
179,サレジアン国際学園中学校,sarejian,私立,東京,https://www.salesian.international.seibi.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/salesiankokusai.pdf
